Inventario,Localizzazione,Collocazione,Tipo di documento,Autore,Titolo,Luogo,Editore,Anno,Note,ISBN,CDD,Descrizione CDD,Curatore,Traduttore,Lingua
,Polo Liceale,armadio 9,volume,Coelho paulo,L'alchimista,,Bompiani,,,88-452-2657-3,,,,,
,Polo Liceale,armadio 11,volume,Coen Ethan,I cancelli dell'Eden,,Einaudi,1999,Avaiti,88-06-15079-0,,,,,
,Polo Liceale,armadio 5,volume,"Cohn-Sherbok Dan, Cohn-Sherbok Lavinia",Breve storia dell'ebraismo,,Il mulino,2001 ©,,88-15-08111-9,290,,,,
,Polo Liceale,Armadio 12,volume,"Col Alessandro, Saglia Angela",I agines : testi per lo studio della civiltà latina,Bologna,Zanichelli,1999,Testo scolastico,88-08-08936-3,,,,,
,Polo Liceale,Armadio 6,volume,"ColleR., Vay I.",Passport to Britain : corso di lingua inglese,Torino,Lattes & C.,1976,Testo scolastico,,,,,,
,Polo Liceale,armadio 11,volume,Colombo Furio,Confucio nel computer : memoria accidentale del futuro,,RCS Libri,1995,Avaiti,88-17-84433-0,,,,,
,Polo Liceale,Armadio 7,volume,"Colombo, Concato, Marchese, Tibaldi, Visani",Quale futuro : ricerche interdisciplinari per la scuola d'oggi,,La nuova italia,1971,Testo scolastico,,,,,,
,Polo Liceale,armadio 10,volume,Commisione episcopale per la dottrina della fede la catechesi e la cultura,Signore da chi andremo? : Il catechismo degli adulti,Roma,Edizioni conferenza episcopale italiana,1981,Luciana,,230,,,,
,Polo Liceale,armadio 11,volume,Compagnone Luigi,Le notti di Glasgow,,Club degli editori,1970,Prof. Berretta,,,,,,
,Polo Liceale,Armadio 7,volume,"Comparelli Fabrizio, Lucarini Caterina",Nous : versioni greche per il biennio,,Pagine,2003,Testo scolastico,88-86853-83-1,,,,,
,Polo Liceale,armadio 5,volume,Comune di Cisterna di Latina,Statuto,Cisterna di Latina,,,Doc. di interesse locale,,,,,,
,Polo Liceale,armadio 5,volume,Comune di Cisterna di Latina,Statuto,Cisterna di Latina,,,Doc. di interesse locale,,,,,,
,Polo Liceale,armadio 4,volume,Comune di Cisterna di Latina,Bozza di Statuto,Cisterna di Latina,,,Doc. di interesse locale; con annotazioni manoscritte,,,,,,
,Polo Liceale,armadio 4,volume,Comune di Cisterna di Latina,Relazione illustrativa : Bilancio annuale di previsione 1992 ; Bilancio pluriennale di previsione 1992-1994,Cisterna di Latina,,1991,Doc. di interesse locale,,,,,,
,Polo Liceale,armadio 4,volume,Comune di Cisterna di Latina,Relazione illustrativa : Bilancio annuale di previsione 1993 ; Bilancio pluriennale di previsione 1993-1995,Cisterna di Latina,,1992,Doc. di interesse locale,,,,,,
,Polo Liceale,armadio 5,volume,"Comune di Priverno : PRO-LOCO, Gruppo di iniziativa culturale ""Privernum metropolis Volscorum""",Fra Reginaldo da Piperno :una fervida amicizia nella vita di S. Tommaso d'Aquino,Priverno,,1991,Doc. di interesse locale,,250,,,,
,Polo Liceale,armadio 11,volume,"Conci Cesare, Di Michele Vincenzo",Pietre dure e pietre preziose,,Giunti,,Avaiti,88-09-03533-X,550,,,,
,Polo Liceale,armadio 11,volume,Conrad Joseph,Un reietto delle isole,,Garzanti,,Russo Francesca,88-11-58527-9,,,,,
,Polo Liceale,armadio 9,volume,Conrad Joseph,Un reietto delle isole,Milano,Mursia,1979,Tascabili Mursia 26,,,,,,
,Polo Liceale,armadio 9,volume,Conrad Joseph,Lord jim,,BUR,1983,I classici della BUR,,,,,,
,Polo Liceale,Armadio 7,volume,Consoli Carmelo,,,Accademia Vivarium Novum,,Testo scolastico,88-87637-24-5,,,,,
,Polo Liceale,Armadio 7,volume,Consoli Carmelo,,,Accademia Vivarium Novum,,Testo scolastico,88-87637-50-4,,,,,
,Polo Liceale,Armadio 4,volume,Consoli Carmen,Meaethmata 1,Montella,Accademia Vivarium novum,2003,Testo scolastico,88-87637-24-5,,,,,
,Polo Liceale,Armadio 12,volume,"Conte GB, Pestelli A, Roggia A",Corso di latino : lingua e civiltà,,Le Monnier,2005,Testo scolastico,88-00-42044-3,,,,,
,Polo Liceale,Armadio 7,volume,Conte Gian Biagio,Latino a colori : Lezioni 1,,Le Monnier,,Testo scolastico,978-88-00-20828-4,,,,,
,Polo Liceale,Armadio 7,volume,Conte Gian Biagio,Latino a colori : Lezioni 2,,Le Monnier,,Testo scolastico,978-88-00-20829-1,,,,,
,Polo Liceale,Armadio 12,volume,"Conte Gian Biagio, Pianezzola Emilio",Storia e testi della letteratura latina,,Le Monnier,1995,Testo scolastico,88-00-42010-9,,,,,
,Polo Liceale,Armadio 7,volume,"Conte Gian Biagio, Pianezzola Emilio",Storia e testi della letteratura latina : 1. Alta e media repubblica,,Le Monnier,,Testo scolastico,88-00-42192-X,,,,,
,Polo Liceale,Armadio 7,volume,"Conte Gian Biagio, Pianezzola Emilio",Storia e testi della letteratura latina : 3. L'età imperiale,,Le Monnier,,Testo scolastico,88-00-42194-6,,,,,
,Polo Liceale,Armadio 12,volume,Conti Marco,Ingentes ramos : versioni di latino con schede sintattiche,,Sansoni per la scuola,1997,Testo scolastico,88-383-1816-6,,,,,
,Polo Liceale,Armadio 12,volume,"Cornacchia G. Antonio, Ghiselli Alfredo",,Bologna,Zanichelli,1991,Testo scolastico,88-08-07774-8,,,,,
,Polo Liceale,Armadio 12,volume,Cornacchia Giuseppe Antonio,I prosatori e i poeti latini,Bologna,Zanichelli,1995,Testo scolastico,88-08-09004-3,,,,,
,Polo Liceale,armadio 9,volume,Cortazar Julio,Bestiario,,Einaudi,,,88-06-17486-X,,,,,
,Polo Liceale,Armadio 12,volume,"Cossarini Alberto, Bollini Paolo, Grillini Andrea",Antologia latina : per le scuole secondarie superiori,Bologna,Zanichelli,1996,Testo scolastico,88-08-09592-4,,,,,
,Polo Liceale,Armadio 5,volume,"Cossarini, Citti, Monaco, Carradori",Storia antica: fatti e interpretazioni: 1. Dalla preistoria al mondo greco,,Le Monnier,1984,Testo scolastico,88-00-45132-2,,,,,
,Polo Liceale,Armadio 5,volume,"Cossarini, Citti, Monaco, Carradori",Storia antica: fatti e interpretazioni: 2. Roma dalle origini a Giustiniano,,Le Monnier,1984,Testo scolastico,88-00-45133-0,,,,,
,Polo Liceale,armadio 10,volume,Cotterill Colin,Intrigo a Oriente,Roma,Fannucci,2007,G. Bisecco,978-88-347-1333-4,8,,,,
,Polo Liceale,Armadio 12,volume,Cova Pier Vincenzo,Munus interpretis : versioni di latino per il triennio delle scuole secondarie superiori,,La scuola,1994,Testo scolastico,88-350-8758-9,,,,,
,Polo Liceale,armadio 5,volume,Craveri Piero,Genesi di una Costituzione,Napoli,Guida,1985,,88-7042-35-0,,,,,
,Polo Liceale,armadio 11,volume,Crichton Michael,Jurassik park,,Garzanti,,Avaiti,88-11-66743-7,,,,,
,Polo Liceale,armadio 11,volume,Crichton Michael,Mangiatori di morte,,Garzanti,,Avaiti,88-11-66772-0,,,,,
,Polo Liceale,armadio 11,volume,Crichton Michael,Congo,,R.L. Libri,,Avaiti,88-462-0003-9,,,,,
,Polo Liceale,armadio 10,volume,Crippa Maria Antonietta,Antoni Gaudi : 1852-1926 : Dalla natura all' architettura,Milano,Taschen,2004,,3-8228-3279-0,720,,,,
,Polo Liceale,armadio 10,volume,Croce Benedetto,Teoria e storia della storiografia,Bari,Gius. Laterza & Figli,1948,Pennarola Rotigliano,,,,,,
,Polo Liceale,armadio 10,volume,Croce Benedetto,Filosofia della pratica : Economia ed Etica ,Bari,Gius. Laterza & Figli,1950,Pennarola Rotigliano,,1,,,,
,Polo Liceale,armadio 7,volume,Croce Benedetto,Storie e leggende napoletane,,Adelphi,,,88-459-0773-2,,,,,
,Polo Liceale,armadio 4,volume,Croce Benedetto,Storia del Regno di Napoli,,Laterza,1972,,,945.700,,,,
,Polo Liceale,armadio 11,volume,Crotti Ilaria,Buzzati,,La nuova Italia,1977,Prof. Berretta,,,,,,
,Polo Liceale,armadio 11,volume,Cruz Smith Martin,Gorky Park,,Mondadori,,Avaiti,88-04-43207-1,,,,,
,Polo Liceale,Armadio 6,volume,"Cumino Margherita, Iantorno Giuliano",Performance 1,,Oxford - La Nuova Italia,1988,Testo scolastico,0-19-454164-9,,,,,
,Polo Liceale,Armadio 6,volume,"Cumino Margherita, Iantorno Giuliano",New Performance 2 : Teacher's guide,,Oxford - La Nuova Italia,,Testo scolastico,0-19-454257-2,,,,,
,Polo Liceale,Armadio 6,volume,Cunningham Gillie,Pre-intermediate Matters,,Longman,1995,Testo scolastico,0-582-25337-3,,,,,
,Polo Liceale,armadio 8,volume,Cusano Niccolò,Il dio nascosto,,BUR,,Testo latino a fronte,88-17-12839-2,,,,,
,Polo Liceale,armadio 11,volume,Cussler Clive,L'oro dell'inca,,TEA,,Avaiti,88-7819-913-3,,,,,
,Polo Liceale,armadio 11,volume,"Cussler Clive, Dirgo Craig",Cacciatori del mare,Milano,Longanesi,,Avaiti,88-304-1447-6,,,,,
,Polo Liceale,armadio 5,volume,Cutolo Alessandro,Historia viva : letture storiche : il mondo antico,Messina-Firenze,D'Anna,1960,,,930,,,,
,Polo Liceale,Armadio 4,volume,Cutolo Paolo,Letteratura e viciltà di Roma : 2. L'età cesariana e augustea,,Simone,2003,Testo scolastico,88-244-9151-0,,,,,
,Polo Liceale,armadio 11,volume,Cvetaeva Marina,Indizi terrestri,Milano,Guanda,1980,,,,,Vitala Serena,,
,Polo Liceale,armadio 10,volume,"D'Alembert, Diderot",La filosofia dell'Encyclopédie,Bari,Gius. Laterza & Figli,1966,"UL:32
Pennarola Rotigliano",,1,,Casini Paolo,,
,Polo Liceale,armadio 7,volume,D'Amato Clotilde,La medicina,,Quasar,,"Vita e costumi dei romani antichi, 15",88-7097-028-0,,,,,
,Polo Liceale,Armadio 7,volume,D'Anna Elio,Recte reddenda,,Le Monnier,,Testo scolastico,88-00-42143-1,,,,,
,Polo Liceale,Armadio 6,volume,"D'Anna Gabriella, Zanardo Stefania",Leggere per moduli : B. Narrativa,,La Scuola,,Testo scolastico,,,,,,
,Polo Liceale,armadio 7,volume,D'Annunzio Gabriele,Le novelle della Pescara,,Newton Compton,1995,Viviana Bombonati,88-7983-983-7,,,Oliva Gianni,,
,Polo Liceale,armadio 9,volume,D'Erme Vittorio,La palude dei papi,,Newton Compton,2004,,88-541-0035-8,,,,,
,Polo Liceale,Armadio 4,volume,D'Itollo Antonio,La memoria del tempo : 1. Dalla preistoria alla crisi della Repubblica,,Lattes,2010,Testo scolastico,978-88-8042-507-6,,,,,
,Polo Liceale,Armadio 4,volume,D'Itollo Antonio,La memoria del tempo : 2. Da Augustoalla caduta dell'Impero carolingio,,Lattes,2010,Testo scolastico,978-88-8042-508-3,,,,,
,Polo Liceale,armadio 6,volume,D'Ors Eugenio,Tre ore nel Museo del Prado,,Pratiche,1991,,88-7380-144-7,,,,,
,Polo Liceale,Armadio 12,volume,Dagna Campagnoli Paola,Leggere e interpretare,Torino,Il capitello,2007,Testo scolastico,,,,,,
,Polo Liceale,armadio 6,volume,Daiches David,storia della letteratura inglese,Milano,Aldo Garzanti editore S.p.A.,1973,Vol 2,,8,,,,
,Polo Liceale,armadio 6,volume,Daiches David,storia della letteratura inglese,Milano,Aldo Garzanti editore S.p.A.,1973,Vol 1,,8,,,,
,Polo Liceale,armadio 6,volume,Daiches David,Storia della letteratura inglese : 1. Dalle origini alla Restaurazione,,Garzanti,1987,,,820.9,,,,
,Polo Liceale,armadio 4,volume,"Dal Maso Cinzia, Venditti Antonio",Gli Etruschi nel Lazio,Firenze,Bonechi,1984 ©,,,,,,,
,Polo Liceale,armadio 9,volume,Daley Robert,Prove apparenti,,Sperling & Kupfer,,,88-200-2218-4,,,,,
,Polo Liceale,Armadio 7,volume,"Damele Simonetta, franzi Tiziano",Passi da giganti : 2. L'epica. Alle origini delle letterature,,Loescher,,Testo scolastico,978-88-201-3347-4,,,,,
,Polo Liceale,armadio 7,volume,Danese Claudio,Con il cuore in mano,,,2007,Poesia,,,,,,
,Polo Liceale,armadio 5,volume,David Claude,Hitler e il Nazismo,,Newton Compton,1994,,88-7983-519-X,943.086,Storia. Germania. Terzo Reich,,,
,Polo Liceale,Armadio 8,volume,"De Bartolomeo M, Magni V.",Voci della filosofia : 1. Filosofia antica e medievale,Bergamo,Atlas,,Testo scolastico,978-8-268-1352-3,,,,,
,Polo Liceale,Armadio 8,volume,"De Bartolomeo M, Magni V.",Voci della filosofia : 3. Filosofia contemporanea,Bergamo,Atlas,,Testo scolastico,88-268-1350-7,,,,,
,Polo Liceale,armadio 11,volume,De Beauvoir Simon,Quando tutte le donne del mondo...,Torino,Einaudi,1982,Avaiti,88-06-5445-7,,,,,
,Polo Liceale,Armadio 4,volume,"De Bernardi Alberto, Guarracino Scipione",La conoscenza storica : 1. Manuale,,Bruno Mondadori,2000,Testo scolastico; Avaiti,88-424-4467-7,,,,,
,Polo Liceale,Armadio 4,volume,"De Bernardi Alberto, Guarracino Scipione",La conoscenza storica : 1. Fonti e storiografia,,Bruno Mondadori,2000,Testo scolastico; Avaiti,88-424-4470-7,,,,,
,Polo Liceale,Armadio 4,volume,"De Bernardi Alberto, Guarracino Scipione",La conoscenza storica : 2. Fonti e storiografia,,Bruno Mondadori,2000,Testo scolastico; Avaiti,88-424-4471-5,,,,,
,Polo Liceale,Armadio 4,volume,"De Bernardi Alberto, Guarracino Scipione",La conoscenza storica : 3. Manuale,,Bruno Mondadori,2000,Testo scolastico,88-424-4469-3,,,,,
,Polo Liceale,Armadio 4,volume,"De Bernardi Alberto, Guarracino Scipione",La conoscenza storica : 3. Fonti e storiografia,,Bruno Mondadori,2000,Testo scolastico,88-424-4472-3,,,,,
,Polo Liceale,Armadio 4,volume,"De Bernardi Alberto, Guarracino Scipione",La conoscenza storica : 3. Temi e percorsi interdisciplinari,,Bruno Mondadori,2000,Testo scolastico,88-424-4475-8,,,,,
,Polo Liceale,armadio 8,volume,De Biasio Elisabetta,Alfredo Frassati un conservatore illuminato : aspetti biografici editi e inediti,,Franco Angeli,2006,Avaiti,,,,,,
,Polo Liceale,Armadio 4,volume,"De Corradi, Giardina, Gregori",Profili di storia antica e medievale : con dossier,,Laterza,2005,Testo scolastico,88-421-0789-1,,,,,
,Polo Liceale,Armadio 4,volume,"De Corradi, Giardina, Gregori",Profili di storia : 1. Dall'antichità all'Alto medioevo,,Laterza,2010,Testo scolastico,978-88-421-0981-5,,,,,
,Polo Liceale,armadio 10,volume,De Crescenzo Luciano,Nessuno : L'odissea raccontata ai lettori d'oggi,Milano,Arnoldo Mondadori,1997,G. Bisecco,88-04-42532-6,8,,,,
,Polo Liceale,armadio 10,volume,De Crescenzo Luciano,Il tempo e la felicità,Milano,Arnoldo Mondadori,1999,G. Bisecco,88-04-46456-9,8,,,,
,Polo Liceale,armadio 10,volume,De Crescenzo Luciano,Ordine e Disordine,Milano,Arnoldo Mondadori,1997,G. Bisecco,88-04-43265-9,8,,,,
,Polo Liceale,armadio 10,volume,De Crescenzo Luciano,Storia della filosofia greca : Da socrate in poi,Milano,Arnoldo Mondadori,1988,G. Bisecco,88-04-31490-7,8,,,,
,Polo Liceale,armadio 10,volume,De Crescenzo Luciano,Croce e delizia,Milano,Arnoldo Mondadori,1995,G. Bisecco,88-04-39053-0,8,,,,
,Polo Liceale,armadio 10,volume,De Crescenzo Luciano,Storia della filosofia greca : I presocratici,Milano,Arnoldo Mondadori,1988,G. Bisecco,88-04-31390-0,8,,,,
,Polo Liceale,armadio 9,volume,De Crescenzo Luciano,Vita di Luciano De Crescenzo scritta da lui medesimo,,A. Mondadori,,,88-04-31748-5,,,,,
,Polo Liceale,armadio 7,volume,De crescenzo Luciano,Storia della filosofia greca : i presocratici,,Mondadori,2005,Rita contucci,,,,,,
,Polo Liceale,Armadio 7,volume,"De Franceschi, La manna",Latinitatis itinera : antologia latina per il biennio,,Fratelli Conte,1992,Testo scolastico,,,,,,
,Polo Liceale,Armadio 6,volume,"de Julio Marisa, Villone Marina",Crossfire,,Fratelli Ferraro,1997,Testo scolastico,88-7276-147-6,,,,,
,Polo Liceale,armadio 6,volume,"De Leeuw Manya, De Leeuw Eric","Readbetter, read faster",,Penguin books,1965©,Testo inglese,0-14-02.0740-6,,,,,
,Polo Liceale,armadio 9,volume,De Liso Geppi,Creatività & pubblicità : manuale di metodologie e tecniche creative,Milano,Franco Angeli,,,88-464-3893-0,,,,,
,Polo Liceale,Armadio 6,volume,"De Luca, Ellis, Pace, Ranzoli",Books and Bookmarks : 2b. Reading the 20th century,,Loescher,2002,Testo scolastico,88-201-0975-1,,,,,
,Polo Liceale,Armadio 4,volume,"De Luna, Meriggi, Tarpino","Codice storia : 1. Dalla crisi del Medioevo alla prima Età moderna, 1350-1650",,Paravia,2000,Testo scolastico,88-395-3421-0,,,,,
,Polo Liceale,Armadio 4,volume,"De Luna, Meriggi, Tarpino","Codice storia : 2. Antico regime, rivoluzioni, Ottocento liberale, 1650-1870",,Paravia,2000,Testo scolastico,88-395-3422-9,,,,,
,Polo Liceale,Armadio 4,volume,"De Luna, Meriggi, Tarpino","Codice storia : 3. Il Novecento, 1870-2000",,Paravia,2000,Testo scolastico,88-395-3423-7,,,,,
,Polo Liceale,Armadio 12,volume,De Micheli Giuseppe,Synthesis : materiali per il recupero e il ripasso del latino,,Loescher,2003,Testo scolastico,88-201-2624-9,870,,,,
,Polo Liceale,Armadio 4,volume,De Micheli Giuseppe,Gymnasion 1,,Principato,2000,Testo scolastico,88-416-2753-0,,,,,
,Polo Liceale,Armadio 4,volume,De Micheli Giuseppe,Gymnasion 2,,Principato,2000,Testo scolastico,88-416-2754-9,,,,,
,Polo Liceale,Armadio 7,volume,De Rienzo Giorgio,Letteratura italiana del Novecento : dati testi documenti,,La scuola,1983,Testo scolastico,,,,,,
,Polo Liceale,Armadio 7,volume,"De Vico Alberto, Alfé Lorenzo",Rosa-ae : temi graduali di versioni latine per le prime classi dei Licei e degli istituti magistrali,Napoli,Loffredo,1990,Testo scolastico,,,,,,
,Polo Liceale,armadio 5,volume,de' Medici Lorenzo,Rappresentazione di San Giovanni e Paolo,,Pratiche,1992,,88-7380-187-0,,,Davico Bonino Guido,,
,Polo Liceale,armadio 11,volume,Deaver Jeffery,La strada delle croci,Milano,BUR,2012,,978-88-17-05998-5,8,,,Viola Alberti,
,Polo Liceale,armadio 6,volume,Defoe Daniel,Moll Flandes,Roma,Newton Compton,1993,,88-7983-236-0,8,,,,
,Polo Liceale,Armadio 12,volume,Degl'Innocenti Elisabetta,Il laboratorio di traduzione,Torino,Paravia,1998,Testo scolastico,88-395-3090-8,,,,,
,Polo Liceale,Armadio 4,volume,"Degl'Innocenti Elisabetta, Romagnoli Pieretta",Traducendo : versioni latine per il biennio,,Paravia,2003,Testo scolastico,88-395-3597-7,,,,,
,Polo Liceale,Armadio 7,volume,Dehò Delia,A teatro con Plauto,,,,Testo scolastico,88-421-0419-1,,,,,
,Polo Liceale,armadio 10,volume,Deimling Barbara,Sandro Botticelli : 1444/45-1510,Milano,Taschen,2007,,978-3-8228-0867-2,750,,,,
,Polo Liceale,Armadio 4,volume,"Delbello Giovanna, Rol Carlo Enrico",Una storia al plurale 1,,Il Capitello,2010,Testo scolastico,978-88-426-6668-4,,,,,
,Polo Liceale,Armadio 4,volume,"Delbello Giovanna, Rol Carlo Enrico",Una storia al plurale 2,,Il Capitello,2010,Testo scolastico,978-88-426-6898-5,,,,,
,Polo Liceale,Armadio 12,volume,"Delbello, Rol",Una storia al plurale,Torino,Il capitello,2006,Testo scolastico,,870,,,,
,Polo Liceale,armadio 7,volume,Deledda Grazia,I grandi romanzi,,Newton Compton,1993,"Mammut, 12",,,,Savini Marta,,
,Polo Liceale,Armadio 7,volume,Dell'Aquila Michele,Gli scrittori e la storia : 3I. L'Ottocento,Roma,Angelo Signorelli,1987,Testo scolastico,,,,,,
,Polo Liceale,Armadio 7,volume,Dell'Aquila Michele,Gli scrittori e la storia : 3II. Il Novecento,,,1987,Testo scolastico,,,,,,
,Polo Liceale,Armadio 12,volume,"Dell'Ascenza, Napoli, Petrucci",Percorsi di lingua latina : esercizi su testi d'autore,Bologna,Zanichelli,1991,Testo scolastico,88-08-07396-3,870,,,,
,Polo Liceale,Armadio 7,volume,"Della Casa Maurizio, Mambrini Marco",Discorsi e progetti,,La scuola,1981,Testo scolastico,,,,,,
,Polo Liceale,armadio 6,volume,della Pietra Angela,La villa del mistero,,M. Derva,1996,Ettore Scaini,88-8244-136-9,,,,,
,Polo Liceale,armadio 10,volume,Descartes René,Discorso sul metodo : Per ben dirigere la propria ragione e per cercare la verità nelle scienze,Milano,Mursia & C.,1995,Pennarola Rotigliano,88-425-0871-3,1,,,,
,Polo Liceale,armadio 11,volume,Descartes René,Il discorso sul metodo : interpretazione ed esposizione essenziale,Roma,Le muse,1970,,,,,Baccini Danilo,,
,Polo Liceale,armadio 8,volume,Descartes René,Discorso sul metodo,,La nuova Italia,,,88-221-0328-9,,,"Gilson Etienne, Carrara Enza",,
,Polo Liceale,armadio 8,volume,Descartes René,Discorso sul metodo,,Laterza,,,88-420-5414-3,,,,,
,Polo Liceale,armadio 8,volume,Descartes René,Meditazioni metafisiche,,Laterza,,,88-420-5316-3,,,,,
,Polo Liceale,armadio 8,volume,Descartes René,Discorso sul metodo,,,,,88-420-0330-1,,,,,
,Polo Liceale,armadio 11,volume,Dessì Giuseppe,Paese d'ombre,,A. Mondadori,1972,Prof. Berretta,,,,,,
,Polo Liceale,armadio 7,volume,Devoto Giacomo,Avviamento alla etimologia italiana : dizionario etimologico,Firenze,Le Monnier,1966,Dizionario,,0,,,,
,Polo Liceale,armadio 7,volume,Devoto Giacomo,Avviamento alla etimologia italiana : dizionario etimologico,Firenze,Le Monnier,1966,Dizionario,,0,,,,
,Polo Liceale,armadio 7,volume,Di Biasio Rodolfo,I quattro camminanti : stampa d'epoca,Formia,Ghenomena,2008,,978-88-95857-00-8,,,,,
,Polo Liceale,Armadio 5,volume,"Di Caro, Cristino, Castellano, Geroni",Il tempo ritrovato : 1. Dalla preistoria al II secolo d.C.,,Petrini,,Testo scolastico,978-88-494-299-4,,,,,
,Polo Liceale,Armadio 5,volume,"Di Caro, Cristino, Castellano, Geroni",Il tempo ritrovato : 2. Dal III al XIV secolo,,Petrini,,Testo scolastico,978-88-494-1300-7,,,,,
,Polo Liceale,armadio 6,volume,Di Meo Ettore,"""Quelli che corrono la posta notte e giorno…"". La disavventura di un postiglione corese del secolo XVIII,finito in carcere anche se innocente",Cori,Moderata durant,2004,"Doc. di interesse locale; Estratto da: Annali del Lazio Meridionale Storia e storiografia, IV (2004), n. 2",,,,,,
,Polo Liceale,armadio 6,volume,Di Raimondo Francesco,Scuola e droga : una più efficace prevenzione : Atti del 118^  Convegno Nazionale dell'UCIIM,Roma,UCCIM,1990,,,,,,,
,Polo Liceale,Armadio 4,volume,Di Sacco Paolo,Corso di storia : 1. Storia antica,,Le Monnier,2005,Testo scolastico,88-00-45226-4,,,,,
,Polo Liceale,Armadio 4,volume,Di Sacco Paolo,Atlante di storia : 2. Da Augusto all'anno Mille,,Le Monnier,2010,Testo scolastico,978-88-00-20948-9,,,,,
